UF,Município,Situação do Plano,Valor Disponível
SP,NOVO HORIZONTE,Autorizado,379018.76
MT,NOVO HORIZONTE DO NORTE,Em Elaboração,53142.48
RO,NOVO HORIZONTE DO OESTE,Autorizado,78968.22
MS,NOVO HORIZONTE DO SUL,Autorizado,56137.55
PR,NOVO ITACOLOMI,Autorizado,52912.24
TO,NOVO JARDIM,Autorizado,43688.59
AL,NOVO LINO,Autorizado,133954.18
RS,NOVO MACHADO,Autorizado,51051.62
MT,NOVO MUNDO,Autorizado,91072.9
CE,NOVO ORIENTE,Autorizado,275352.2
MG,NOVO ORIENTE DE MINAS,Autorizado,117239.47
PI,NOVO ORIENTE DO PIAUI,Autorizado,71636.08
GO,NOVO PLANALTO,Autorizado,60371.07
PA,NOVO PROGRESSO,Autorizado,236004.3
PA,NOVO REPARTIMENTO,Autorizado,650466.39
PI,NOVO SANTO ANTONIO,Autorizado,47157.23
MT,NOVO SANTO ANTONIO,Autorizado,44137.82
MT,NOVO SAO JOAQUIM,Autorizado,58462.16
RS,NOVO TIRADENTES,Autorizado,44111.09
BA,NOVO TRIUNFO,Autorizado,162221.72
RS,NOVO XINGU,Autorizado,40758.59
MG,NOVORIZONTE,Autorizado,68867.54
SP,NUPORANGA,Autorizado,82011.23
PA,OBIDOS,Autorizado,453837.44
CE,OCARA,Autorizado,256102.98
SP,OCAUCU,Autorizado,59651.95
PI,OEIRAS,Autorizado,327323.28
PA,OEIRAS DO PARA,Autorizado,295567.54
AP,OIAPOQUE,Autorizado,233809.18
MG,OLARIA,Autorizado,43557.49
SP,OLEO,Autorizado,46858.41
PB,OLHO D'AGUA,Autorizado,75887.9
MA,OLHO D'AGUA DAS CUNHAS,Autorizado,190277.78
AL,OLHO D'AGUA DAS FLORES,Autorizado,217794.27
AL,OLHO D'AGUA DO CASADO,Autorizado,99629.25
PI,OLHO D'AGUA DO PIAUI,Autorizado,43437.63
AL,OLHO D'AGUA GRANDE,Autorizado,69332.02
RN,OLHO-D'AGUA DO BORGES,Autorizado,60738.71
MG,OLHOS-D'AGUA,Autorizado,75066.9
SP,OLIMPIA,Autorizado,493936.42
MG,OLIMPIO NORONHA,Autorizado,51419.25
PE,OLINDA,Autorizado,3056540.54
MA,OLINDA NOVA DO MARANHAO,Autorizado,149015.22
BA,OLINDINA,Autorizado,273865.59
PB,OLIVEDOS,Autorizado,59194.63
MG,OLIVEIRA,Autorizado,386300.17
TO,OLIVEIRA DE FATIMA,Autorizado,32301.15
BA,OLIVEIRA DOS BREJINHOS,Autorizado,217268.02
MG,OLIVEIRA FORTES,Autorizado,46563.67
AL,OLIVENCA,Autorizado,125946.97
MG,ONCA DE PITANGUI,Autorizado,53677.35
SP,ONDA VERDE,Não Cadastrado,60815.63
MG,ORATORIOS,Autorizado,64178.18
SP,ORIENTE,Autorizado,75410.14
SP,ORINDIUVA,Autorizado,80598.19
PA,ORIXIMINA,Autorizado,625758.95
MG,ORIZANIA,Autorizado,88192.92
GO,ORIZONA,Autorizado,157283.18
SP,ORLANDIA,Autorizado,409193.45
SC,ORLEANS,Autorizado,213341.24
PE,OROBO,Autorizado,243102.29
PE,OROCO,Autorizado,161016.09
CE,OROS,Autorizado,213229.45
PR,ORTIGUEIRA,Autorizado,217419.56
SP,OSASCO,Autorizado,5105801.03
SP,OSCAR BRESSANE,Autorizado,47938.98
RS,OSORIO,Autorizado,420767.05
SP,OSVALDO CRUZ,Autorizado,309154.27
SC,OTACILIO COSTA,Autorizado,185911.65
PA,OUREM,Autorizado,174522.37
BA,OURICANGAS,Autorizado,92539.9
PE,OURICURI,Autorizado,620036.37
PA,OURILANDIA DO NORTE,Autorizado,300062.93
SP,OURINHOS,Autorizado,957043.25
PR,OURIZONA,Autorizado,56978.2
SC,OURO,Autorizado,76681.56
AL,OURO BRANCO,Autorizado,125198.89
RN,OURO BRANCO,Autorizado,64770.03
MG,OURO BRANCO,Autorizado,374060.75
MG,OURO FINO,Autorizado,319939.24
MG,OURO PRETO,Autorizado,656182.12
RO,OURO PRETO DO OESTE,Autorizado,313582.85
PB,OURO VELHO,Autorizado,52704.38
SP,OURO VERDE,Autorizado,90004.61
SC,OURO VERDE,Autorizado,41674.19
GO,OURO VERDE DE GOIAS,Autorizado,54047.01
MG,OURO VERDE DE MINAS,Autorizado,72656.42
PR,OURO VERDE DO OESTE,Autorizado,75077.6
SP,OUROESTE,Autorizado,114076.93
BA,OUROLANDIA,Autorizado,187968.22
GO,OUVIDOR,Autorizado,76323.18
SP,PACAEMBU,Autorizado,149079.5
PA,PACAJA,Autorizado,422327.19
CE,PACAJUS,Autorizado,655278.78
RR,PACARAIMA,Autorizado,163605.69
SE,PACATUBA,Autorizado,152051.46
CE,PACATUBA,Autorizado,745849.34
MA,PACO DO LUMIAR,Autorizado,1434306.36
CE,PACOTI,Autorizado,128888.45
CE,PACUJA,Autorizado,78173.74
GO,PADRE BERNARDO,Autorizado,318679.67
MG,PADRE CARVALHO,Autorizado,76611.53
PI,PADRE MARCOS,Autorizado,73928.8
MG,PADRE PARAISO,Autorizado,204576.47
PI,PAES LANDIM,Autorizado,54845.85
MG,PAI PEDRO,Autorizado,74062.53
SC,PAIAL,Autorizado,36458.41
PR,PAICANDU,Autorizado,392462.79
RS,PAIM FILHO,Autorizado,54792.01
MG,PAINEIRAS,Autorizado,62578.12
SC,PAINEL,Autorizado,42747.83
MG,PAINS,Autorizado,89370.47
MG,PAIVA,Autorizado,42331.48
PI,PAJEU DO PIAUI,Autorizado,49941.76
AL,PALESTINA,Autorizado,68833.29
SP,PALESTINA,Autorizado,131899.23
GO,PALESTINA DE GOIAS,Autorizado,52599.35
PA,PALESTINA DO PARA,Autorizado,77117.08
CE,PALHANO,Autorizado,98212.62
SC,PALHOCA,Autorizado,1468712.03
MG,PALMA,Autorizado,77581.27
SC,PALMA SOLA,Autorizado,77166.42
CE,PALMACIA,Autorizado,137477.51
PE,PALMARES,Autorizado,573482.26
RS,PALMARES DO SUL,Autorizado,117160.19
SP,PALMARES PAULISTA,Autorizado,144681.07
PR,PALMAS,Autorizado,485653.62
TO,PALMAS,Autorizado,3063318.57
BA,PALMAS DE MONTE ALTO,Autorizado,217565.86
PR,PALMEIRA,Autorizado,324976.31
SC,PALMEIRA,Autorizado,44971.27
SP,PALMEIRA D'OESTE,Autorizado,93447.17
RS,PALMEIRA DAS MISSOES,Autorizado,305547.49
PI,PALMEIRA DO PIAUI,Autorizado,61114.46
AL,PALMEIRA DOS INDIOS,Autorizado,655146.34
PI,PALMEIRAIS,Autorizado,145158.39
MA,PALMEIRANDIA,Autorizado,191829.36
TO,PALMEIRANTE,Autorizado,67696.42
BA,PALMEIRAS,Autorizado,96335.72
GO,PALMEIRAS DE GOIAS,Autorizado,273860.1
TO,PALMEIRAS DO TOCANTINS,Autorizado,71824.69
PE,PALMEIRINA,Autorizado,84997.79
TO,PALMEIROPOLIS,Autorizado,77809.34
GO,PALMELO,Autorizado,45063.14
GO,PALMINOPOLIS,Autorizado,53347.41
PR,PALMITAL,Autorizado,143796.51
SP,PALMITAL,Autorizado,214434.75
RS,PALMITINHO,Autorizado,77823.2
SC,PALMITOS,Autorizado,155917.96
MG,PALMOPOLIS,Autorizado,67814.68
PR,PALOTINA,Autorizado,313062.44
GO,PANAMA,Autorizado,46503.89
RS,PANAMBI,Autorizado,405306.74
ES,PANCAS,Autorizado,222327.75
PE,PANELAS,Autorizado,260093.39
SP,PANORAMA,Autorizado,160286.85
RS,PANTANO GRANDE,Autorizado,91253.99
AL,PAO DE ACUCAR,Autorizado,247180.44
MG,PAPAGAIOS,Autorizado,163325.6
SC,PAPANDUVA,Autorizado,188128.17
PI,PAQUETA,Autorizado,53508.99
MG,PARA DE MINAS,Autorizado,821417.32
RJ,PARACAMBI,Autorizado,464953.44
MG,PARACATU,Autorizado,813957.3
CE,PARACURU,Autorizado,333277.4
PA,PARAGOMINAS,Autorizado,942040.8
MG,PARAGUACU,Autorizado,213906.7
SP,PARAGUACU PAULISTA,Autorizado,419569.6
RS,PARAI,Autorizado,82928.13
RJ,PARAIBA DO SUL,Autorizado,398265.87
MA,PARAIBANO,Autorizado,203819.41
SP,PARAIBUNA,Autorizado,186589.53
CE,PARAIPABA,Autorizado,317387.63
SP,PARAISO,Autorizado,75181.54
SC,PARAISO,Autorizado,49203.47
MS,PARAISO DAS AGUAS,Autorizado,71341.59
PR,PARAISO DO NORTE,Autorizado,153881.75
RS,PARAISO DO SUL,Autorizado,81833.71
TO,PARAISO DO TOCANTINS,Autorizado,453685.88
MG,PARAISOPOLIS,Autorizado,211551.62
CE,PARAMBU,Autorizado,304635.65
BA,PARAMIRIM,Autorizado,217129.48
CE,PARAMOTI,Autorizado,128632.14
RN,PARANA,Autorizado,61202.79
TO,PARANA,Autorizado,104904.89
PR,PARANACITY,Autorizado,125295.66
PR,PARANAGUA,Autorizado,1373414.46
MS,PARANAIBA,Autorizado,388216.5
GO,PARANAIGUARA,Autorizado,108882.55
MT,PARANAITA,Autorizado,111486.1
SP,PARANAPANEMA,Autorizado,202423.91
PR,PARANAPOEMA,Autorizado,55966.91
SP,PARANAPUA,Autorizado,58391.3
PE,PARANATAMA,Autorizado,124385.33
MT,PARANATINGA,Autorizado,210960.67
PR,PARANAVAI,Autorizado,774868.86
MS,PARANHOS,Autorizado,153473.57
MG,PARAOPEBA,Autorizado,246409.66
SP,PARAPUA,Autorizado,115614.64
PB,PARARI,Autorizado,43665.05
RJ,PARATI,Autorizado,394345.38
BA,PARATINGA,Autorizado,311934.32
RN,PARAU,Autorizado,57282.3
PA,PARAUAPEBAS,Autorizado,1789155.13
GO,PARAUNA,Não Cadastrado,114195.28
RN,PARAZINHO,Autorizado,68191.81
SP,PARDINHO,Autorizado,75479.39
RS,PARECI NOVO,Autorizado,55858.72
RO,PARECIS,Não Cadastrado,66458.66
RN,PARELHAS,Autorizado,212556.23
AL,PARICONHA,Autorizado,118085.21
AM,PARINTINS,Autorizado,944466.36
BA,PARIPIRANGA,Autorizado,279067.51
AL,PARIPUEIRA,Autorizado,138435.76
SP,PARIQUERA-ACU,Autorizado,196944.92
SP,PARISI,Autorizado,44988.2
PI,PARNAGUA,Autorizado,110167
PI,PARNAIBA,Autorizado,1368916.5
PE,PARNAMIRIM,Autorizado,219729.04
RN,PARNAMIRIM,Autorizado,2220038.93
MA,PARNARAMA,Autorizado,315720.39
RS,PAROBE,Autorizado,517720.29
RN,PASSA E FICA,Autorizado,147053.44
MG,PASSA QUATRO,Autorizado,166906.69
RS,PASSA SETE,Autorizado,69054.04
MG,PASSA TEMPO,Autorizado,87451.78
MG,PASSA-VINTE,Autorizado,45843.29
MG,PASSABEM,Autorizado,43037.99
PB,PASSAGEM,Autorizado,48555.28
RN,PASSAGEM,Autorizado,53001.64
MA,PASSAGEM FRANCA,Autorizado,187763.4
PI,PASSAGEM FRANCA DO PIAUI,Autorizado,56279.65
PE,PASSIRA,Autorizado,276842.07
AL,PASSO DE CAMARAGIBE,Autorizado,162065.93
SC,PASSO DE TORRES,Autorizado,90659.56
RS,PASSO DO SOBRADO,Autorizado,74747.75
RS,PASSO FUNDO,Autorizado,1675283.38
MG,PASSOS,Autorizado,983618.18
SC,PASSOS MAIA,Não Cadastrado,54661.68
MA,PASTOS BONS,Autorizado,190811.14
MG,PATIS,Autorizado,73598.45
PR,PATO BRAGADO,Autorizado,73131.19
PR,PATO BRANCO,Autorizado,742486.69
PB,PATOS,Autorizado,921726.01
MG,PATOS DE MINAS,Autorizado,1354724.83
PI,PATOS DO PIAUI,Autorizado,70749.46
MG,PATROCINIO,Autorizado,797173.99
MG,PATROCINIO DO MURIAE,Autorizado,71610.49
SP,PATROCINIO PAULISTA,Autorizado,153339.41
RN,PATU,Autorizado,130993.21
RJ,PATY DO ALFERES,Autorizado,255396.9
BA,PAU BRASIL,Autorizado,110341.22
TO,PAU D'ARCO,Autorizado,58352.34
PA,PAU D'ARCO,Autorizado,61629.07
PI,PAU D'ARCO DO PIAUI,Autorizado,54568.77
RN,PAU DOS FERROS,Autorizado,297173.84
PE,PAUDALHO,Autorizado,518163.36
AM,PAUINI,Autorizado,186936.66
MG,PAULA CANDIDO,Autorizado,98298.92
PR,PAULA FREITAS,Autorizado,74426.48
SP,PAULICEIA,Autorizado,82135.91
SP,PAULINIA,Autorizado,952672.53
MA,PAULINO NEVES,Autorizado,158206.93
PE,PAULISTA,Autorizado,2663002.01
PB,PAULISTA,Autorizado,128052.37
PI,PAULISTANA,Autorizado,195132.09
SP,PAULISTANIA,Autorizado,42619.27
MG,PAULISTAS,Em Elaboração,65030.14
BA,PAULO AFONSO,Autorizado,1013566.49
RS,PAULO BENTO,Autorizado,44900.73
SP,PAULO DE FARIA,Autorizado,92061.84
PR,PAULO FRONTIN,Autorizado,84650.26
AL,PAULO JACINTO,Autorizado,86115.33
SC,PAULO LOPES,Autorizado,79389.9
MA,PAULO RAMOS,Autorizado,200501.54
MG,PAVAO,Autorizado,89938.45
RS,PAVERAMA,Autorizado,88109.26
PI,PAVUSSU,Autorizado,51645.72
BA,PE DE SERRA,Autorizado,148991.81
PR,PEABIRU,Autorizado,152537.96
MG,PECANHA,Autorizado,185098.69
SP,PEDERNEIRAS,Autorizado,428872.11
PE,PEDRA,Autorizado,223317.04
MG,PEDRA AZUL,Autorizado,242800.85
SP,PEDRA BELA,Autorizado,72348.54
MG,PEDRA BONITA,Autorizado,81397.87
PB,PEDRA BRANCA,Autorizado,57899.35
CE,PEDRA BRANCA,Autorizado,398434.03
AP,PEDRA BRANCA DO AMAPARI,Autorizado,153079.95
MG,PEDRA DO ANTA,Autorizado,52326.65
MG,PEDRA DO INDAIA,Autorizado,59371.07
MG,PEDRA DOURADA,Autorizado,49549.07
RN,PEDRA GRANDE,Autorizado,53341.03
PB,PEDRA LAVRADA,Autorizado,86658.86
SE,PEDRA MOLE,Autorizado,53265.83
MT,PEDRA PRETA,Autorizado,171457.88
RN,PEDRA PRETA,Autorizado,48187.6
MG,PEDRALVA,Autorizado,119303.61
SP,PEDRANOPOLIS,Autorizado,47003.86
BA,PEDRAO,Autorizado,84664.28
RS,PEDRAS ALTAS,Autorizado,42303.24
PB,PEDRAS DE FOGO,Autorizado,271800.72
MG,PEDRAS DE MARIA DA CRUZ,Autorizado,127719.52
SC,PEDRAS GRANDES,Autorizado,53685.03
SP,PEDREGULHO,Autorizado,166742.5
SP,PEDREIRA,Autorizado,439047.38
MA,PEDREIRAS,Autorizado,352806.13
SE,PEDRINHAS,Autorizado,97721.18
SP,PEDRINHAS PAULISTA,Autorizado,51443.86
MG,PEDRINOPOLIS,Autorizado,57112.98
TO,PEDRO AFONSO,Autorizado,137583.25
BA,PEDRO ALEXANDRE,Autorizado,181948.95
RN,PEDRO AVELINO,Autorizado,77085.64
ES,PEDRO CANARIO,Autorizado,254150.43
SP,PEDRO DE TOLEDO,Autorizado,119583.61
MA,PEDRO DO ROSARIO,Autorizado,240517.15
MS,PEDRO GOMES,Autorizado,83927.33
PI,PEDRO II,Autorizado,347678.54
PI,PEDRO LAURENTINO,Autorizado,43950.19
MG,PEDRO LEOPOLDO,Autorizado,578558.87
RS,PEDRO OSORIO,Autorizado,82166.2
PB,PEDRO REGIS,Autorizado,74086.98
MG,PEDRO TEIXEIRA,Autorizado,44319.42
RN,PEDRO VELHO,Autorizado,155462.4
TO,PEIXE,Autorizado,115779.75
PA,PEIXE-BOI,Autorizado,80642.76
MT,PEIXOTO DE AZEVEDO,Autorizado,313801.64
RS,PEJUCARA,Autorizado,55547.02
RS,PELOTAS,Autorizado,2629244.57
CE,PENAFORTE,Autorizado,96474.01
MA,PENALVA,Autorizado,351656.3
SP,PENAPOLIS,Autorizado,563620.84
RN,PENDENCIAS,Autorizado,159133.54
AL,PENEDO,Autorizado,578450.95
SC,PENHA,Autorizado,306209.35
CE,PENTECOSTE,Autorizado,361625.73
MG,PEQUERI,Autorizado,54958.78
MG,PEQUI,Autorizado,62695.88
TO,PEQUIZEIRO,Autorizado,62930.85
MG,PERDIGAO,Autorizado,125509.91
MG,PERDIZES,Autorizado,167114.49
MG,PERDOES,Autorizado,213103.2
SP,PEREIRA BARRETO,Autorizado,247698.73
SP,PEREIRAS,Autorizado,91383.01
CE,PEREIRO,Autorizado,167793.02
MA,PERI MIRIM,Autorizado,144880.01
MG,PERIQUITO,Autorizado,78495.6
SC,PERITIBA,Autorizado,45386.88
MA,PERITORO,Autorizado,217388.77
PR,PEROBAL,Autorizado,76172.01
PR,PEROLA,Autorizado,123363.11
PR,PEROLA D'OESTE,Autorizado,76435.2
GO,PEROLANDIA,Autorizado,50424.38
SP,PERUIBE,Autorizado,602403.24
MG,PESCADOR,Autorizado,61338.23
SC,PESCARIA BRAVA,Autorizado,106100.31
PE,PESQUEIRA,Autorizado,603419.31
SC,PETROLANDIA,Autorizado,67136.62
PE,PETROLANDIA,Autorizado,345951.94
PE,PETROLINA,Autorizado,2818526.45
GO,PETROLINA DE GOIAS,Autorizado,109014.14
RJ,PETROPOLIS,Autorizado,2358890.4
AL,PIACABUCU,Autorizado,191320.55
SP,PIACATU,Autorizado,72113.03
PB,PIANCO,Autorizado,164451.76
BA,PIATA,Autorizado,183029.49
MG,PIAU,Autorizado,50657.33
RS,PICADA CAFE,Autorizado,68984.76
PA,PICARRA,Autorizado,122743.87
PI,PICOS,Autorizado,658504.51
PB,PICUI,Autorizado,192913.18
SP,PIEDADE,Autorizado,495695.82
MG,PIEDADE DE CARATINGA,Autorizado,93000.03
MG,PIEDADE DE PONTE NOVA,Autorizado,60507.05
MG,PIEDADE DO RIO GRANDE,Autorizado,62550.4
MG,PIEDADE DOS GERAIS,Autorizado,66692.57
PR,PIEN,Autorizado,134508.11
BA,PILAO ARCADO,Autorizado,332859.77
AL,PILAR,Autorizado,334653.68
PB,PILAR,Autorizado,125454.89
GO,PILAR DE GOIAS,Autorizado,43352.25
SP,PILAR DO SUL,Autorizado,274899.75
PB,PILOES,Autorizado,76712.17
RN,PILOES,Autorizado,58445.99
PB,PILOEZINHOS,Autorizado,65761.13
MG,PIMENTA,Autorizado,92189.62
RO,PIMENTA BUENO,Autorizado,325032.61
PI,PIMENTEIRAS,Autorizado,119199.37
RO,PIMENTEIRAS DO OESTE,Não Cadastrado,37422.06
BA,PINDAI,Autorizado,168199.44
SP,PINDAMONHANGABA,Autorizado,1437833.66
MA,PINDARE-MIRIM,Autorizado,302407.31
AL,PINDOBA,Autorizado,53885.54
BA,PINDOBACU,Autorizado,205153.27
SP,PINDORAMA,Autorizado,180189.32
TO,PINDORAMA DO TOCANTINS,Autorizado,55089.87
CE,PINDORETAMA,Autorizado,210611.16
MG,PINGO-D'AGUA,Autorizado,66657.92
PR,PINHAIS,Autorizado,1133239.89
RS,PINHAL,Autorizado,46826.36
RS,PINHAL DA SERRA,Não Cadastrado,42081.59
PR,PINHAL DE SAO BENTO,Autorizado,52261.16
RS,PINHAL GRANDE,Autorizado,58795.63
PR,PINHALAO,Autorizado,77065.56
SC,PINHALZINHO,Autorizado,199086.17
SP,PINHALZINHO,Autorizado,157654.73
PR,PINHAO,Autorizado,315369.03
SE,PINHAO,Autorizado,76601.77
RJ,PINHEIRAL,Autorizado,238918.35
RS,PINHEIRINHO DO VALE,Autorizado,63069.38
MA,PINHEIRO,Autorizado,709891.48
RS,PINHEIRO MACHADO,Autorizado,122562.99
SC,PINHEIRO PRETO,Autorizado,51634.75
ES,PINHEIROS,Autorizado,261257.2
BA,PINTADAS,Autorizado,115903.32
RS,PINTO BANDEIRA,Autorizado,50199.63
MG,PINTOPOLIS,Autorizado,84050.79
PI,PIO IX,Autorizado,180648.45
MA,PIO XII,Autorizado,201762.19
SP,PIQUEROBI,Autorizado,55579.09
CE,PIQUET CARNEIRO,Autorizado,184608.45
SP,PIQUETE,Autorizado,143323.45
SP,PIRACAIA,Autorizado,261081.07
GO,PIRACANJUBA,Autorizado,236650.05
MG,PIRACEMA,Autorizado,76057.41
SP,PIRACICABA,Autorizado,3089081.51
PI,PIRACURUCA,Autorizado,261861.47
RJ,PIRAI,Autorizado,268280.48
BA,PIRAI DO NORTE,Autorizado,113804.55
PR,PIRAI DO SUL,Autorizado,256187.85
SP,PIRAJU,Autorizado,277102.43
MG,PIRAJUBA,Autorizado,76784.71
SP,PIRAJUI,Autorizado,249458.12
SE,PIRAMBU,Autorizado,95705.52
MG,PIRANGA,Autorizado,185839.85
SP,PIRANGI,Autorizado,119701.37
MG,PIRANGUCU,Autorizado,69948.08
MG,PIRANGUINHO,Autorizado,91967.97
AL,PIRANHAS,Autorizado,254224.86
GO,PIRANHAS,Autorizado,108466.94
MA,PIRAPEMAS,Autorizado,184722.6
MG,PIRAPETINGA,Autorizado,117177.14
RS,PIRAPO,Autorizado,44221.91
MG,PIRAPORA,Autorizado,510432.09
SP,PIRAPORA DO BOM JESUS,Autorizado,194562.14
SP,PIRAPOZINHO,Autorizado,263553.87
PR,PIRAQUARA,Autorizado,997913.87
TO,PIRAQUE,Autorizado,45558.78
SP,PIRASSUNUNGA,Autorizado,665244.09
RS,PIRATINI,Autorizado,201576.86
SP,PIRATININGA,Autorizado,146059.48
SC,PIRATUBA,Autorizado,51648.58
MG,PIRAUBA,Autorizado,116768.44
GO,PIRENOPOLIS,Autorizado,241325.55
GO,PIRES DO RIO,Autorizado,297193.15
CE,PIRES FERREIRA,Autorizado,120153.93
BA,PIRIPA,Autorizado,115210.66
PI,PIRIPIRI,Autorizado,547243.68
BA,PIRITIBA,Autorizado,251624.06
PB,PIRPIRITUBA,Autorizado,115438.92
PR,PITANGA,Autorizado,294339.65
SP,PITANGUEIRAS,Autorizado,369771.67
PR,PITANGUEIRAS,Autorizado,56112.37
MG,PITANGUI,Autorizado,271200.18
PB,PITIMBU,Autorizado,198045.85
TO,PIUM,Autorizado,78751.36
ES,PIUMA,Autorizado,215137.87
MG,PIUMHI,Autorizado,328244.31
PA,PLACAS,Autorizado,289631.39
AC,PLACIDO DE CASTRO,Autorizado,179844.69
GO,PLANALTINA,Autorizado,766015.62
PR,PLANALTINA DO PARANA,Autorizado,62921.28
BA,PLANALTINO,Autorizado,98358.29
RS,PLANALTO,Autorizado,107566.74
BA,PLANALTO,Autorizado,261453
PR,PLANALTO,Autorizado,148160.31
SP,PLANALTO,Autorizado,67105.06
SC,PLANALTO ALEGRE,Autorizado,46592.13
MT,PLANALTO DA SERRA,Autorizado,43223.48
MG,PLANURA,Autorizado,128633.85
SP,PLATINA,Autorizado,54886.4
SP,POA,Autorizado,995287.52
PE,POCAO,Autorizado,122307.33
MA,POCAO DE PEDRAS,Autorizado,174381.09
PB,POCINHOS,Autorizado,193682.04
RN,POCO BRANCO,Autorizado,160761.33
PB,POCO DANTAS,Autorizado,58418.86
RS,POCO DAS ANTAS,Autorizado,43529.26
AL,POCO DAS TRINCHEIRAS,Autorizado,156365.29
PB,POCO DE JOSE DE MOURA,Autorizado,61805.97
MG,POCO FUNDO,Autorizado,170099.89
SE,POCO REDONDO,Autorizado,326547.83
SE,POCO VERDE,Autorizado,237066.91
BA,POCOES,Autorizado,435235.76
MT,POCONE,Autorizado,297807.97
MG,POCOS DE CALDAS,Autorizado,1470597.57
MG,POCRANE,Autorizado,89231.92
BA,POJUCA,Autorizado,379275.45
SP,POLONI,Autorizado,72618.69
PB,POMBAL,Autorizado,311386.37
PE,POMBOS,Autorizado,265399.23
SC,POMERODE,Autorizado,309942.83
SP,POMPEIA,Autorizado,214462.45
MG,POMPEU,Autorizado,308233.17
SP,PONGAI,Autorizado,53355.63
PA,PONTA DE PEDRAS,Autorizado,287428.7
PR,PONTA GROSSA,Autorizado,2768860.55
MS,PONTA PORA,Autorizado,817781.39
SP,PONTAL,Autorizado,467892.18
MT,PONTAL DO ARAGUAIA,Autorizado,73250.59
PR,PONTAL DO PARANA,Autorizado,275236.17
GO,PONTALINA,Autorizado,181108.01
SP,PONTALINDA,Autorizado,62595.77
RS,PONTAO,Autorizado,55948.78
SC,PONTE ALTA,Autorizado,58450.56
TO,PONTE ALTA DO BOM JESUS,Autorizado,56281.26
SC,PONTE ALTA DO NORTE,Autorizado,50187.05
TO,PONTE ALTA DO TOCANTINS,Autorizado,81258.8
MT,PONTE BRANCA,Autorizado,35521.05
MG,PONTE NOVA,Autorizado,532306.49
RS,PONTE PRETA,Autorizado,39345.56
SC,PONTE SERRADA,Autorizado,116137.05
MT,PONTES E LACERDA,Não Cadastrado,402546.79
SP,PONTES GESTAL,Autorizado,47751.95
ES,PONTO BELO,Autorizado,85555.96
MG,PONTO CHIQUE,Autorizado,61643.02
MG,PONTO DOS VOLANTES,Autorizado,127179.23
BA,PONTO NOVO,Autorizado,157262.23
SP,POPULINA,Não Cadastrado,58557.55
CE,PORANGA,Autorizado,129200.15
SP,PORANGABA,Autorizado,110565.1
GO,PORANGATU,Autorizado,412911.29
RJ,PORCIUNCULA,Autorizado,185093.59
PR,PORECATU,Autorizado,142632.85
RN,PORTALEGRE,Autorizado,86457.41
RS,PORTAO,Autorizado,350620.01
GO,PORTEIRAO,Autorizado,56125.02
CE,PORTEIRAS,Autorizado,157846.34
MG,PORTEIRINHA,Autorizado,357457.54
PA,PORTEL,Autorizado,540726.36
GO,PORTELANDIA,Autorizado,56492.13
PI,PORTO,Autorizado,122635
AC,PORTO ACRE,Autorizado,172876.45
RS,PORTO ALEGRE,Autorizado,11342728.2
MT,PORTO ALEGRE DO NORTE,Autorizado,122277.84
PI,PORTO ALEGRE DO PIAUI,Autorizado,45176.21
TO,PORTO ALEGRE DO TOCANTINS,Autorizado,46680.92
PR,PORTO AMAZONAS,Autorizado,67201.97
PR,PORTO BARREIRO,Não Cadastrado,54969.47
SC,PORTO BELO,Autorizado,208527.21
AL,PORTO CALVO,Autorizado,268126.68
SE,PORTO DA FOLHA,Autorizado,270211.03
PA,PORTO DE MOZ,Autorizado,368021.3
AL,PORTO DE PEDRAS,Autorizado,86544.77
RN,PORTO DO MANGUE,Autorizado,77182.62
MT,PORTO DOS GAUCHOS,Autorizado,61973.98
MT,PORTO ESPERIDIAO,Autorizado,117616.21
MT,PORTO ESTRELA,Autorizado,44310.99
SP,PORTO FELIZ,Autorizado,481613.88
SP,PORTO FERREIRA,Autorizado,503432.88
MG,PORTO FIRME,Autorizado,121492.45
MA,PORTO FRANCO,Autorizado,231748
AP,PORTO GRANDE,Autorizado,189805.12
RS,PORTO LUCENA,Autorizado,60215.6
RS,PORTO MAUA,Autorizado,45101.6
MS,PORTO MURTINHO,Autorizado,183952.19
TO,PORTO NACIONAL,Autorizado,461284.45
RJ,PORTO REAL,Autorizado,193308.6
AL,PORTO REAL DO COLEGIO,Autorizado,207182.62
PR,PORTO RICO,Autorizado,50958.93
MA,PORTO RICO DO MARANHAO,Autorizado,68318.76
BA,PORTO SEGURO,Autorizado,1389472.73
SC,PORTO UNIAO,Autorizado,317728.39
RO,PORTO VELHO,Autorizado,4314721.42
RS,PORTO VERA CRUZ,Autorizado,37662.37
PR,PORTO VITORIA,Autorizado,61369.72
AC,PORTO WALTER,Autorizado,113424.63
RS,PORTO XAVIER,Autorizado,108862.02
GO,POSSE,Autorizado,348378.31
MG,POTE,Autorizado,168541.38
CE,POTENGI,Autorizado,120936.64
SP,POTIM,Autorizado,247130.75
BA,POTIRAGUA,Autorizado,79019.05
SP,POTIRENDABA,Autorizado,182198.03
CE,POTIRETAMA,Autorizado,77411.83
MG,POUSO ALEGRE,Autorizado,1352314.35
MG,POUSO ALTO,Autorizado,72427.84
RS,POUSO NOVO,Autorizado,39934.32
SC,POUSO REDONDO,Autorizado,177350.3
MT,POXOREO,Autorizado,151979.78
SP,PRACINHA,Autorizado,59880.54
AP,PRACUUBA,Autorizado,52694.92
BA,PRADO,Autorizado,272764.25
